id_alma,nombre,pecado_capital,nivel_corrupcion,fecha_condena,dimension_origen,estado
848,Kim Shah,Ira,0,1933-12-26,Tierra,en proceso de tortura
849,Mrs. Melissa Parker,Gula,66,1966-03-30,Inframundo,activa
850,Samantha Davis,Envidia,1,1865-04-04,Inframundo,redimida
851,Linda Barton,Pereza,53,1912-05-15,Inframundo,redimida
852,Rhonda Orozco,Avaricia,50,1829-02-22,Pandemonium,en proceso de tortura
853,Frances Montgomery,Envidia,0,1973-09-08,Inframundo,en proceso de tortura
854,Joshua Walker,Avaricia,71,1872-09-23,Sector 7G,redimida
855,Leah Bryant,Envidia,96,1991-03-19,Pandemonium,activa
856,Melissa Grimes,Avaricia,76,2013-11-03,Limbo,en proceso de tortura
857,Larry Collins,Soberbia,17,1882-01-29,Limbo,en proceso de tortura
858,Tracy Hale,Soberbia,79,2018-05-24,Pandemonium,en proceso de tortura
859,Jennifer Stewart,Soberbia,56,1985-06-05,Pandemonium,activa
860,Amy Archer,Pereza,14,1960-11-27,Inframundo,activa
861,Whitney Jones,Ira,24,1871-10-18,Tierra,redimida
862,Michael Clark,Ira,7,1910-01-02,Pandemonium,activa
863,Rebecca Perkins,Soberbia,33,1983-02-03,Abismo,activa
864,Justin Mason,Gula,92,1875-12-12,Pandemonium,en proceso de tortura
865,Nathaniel Perkins Jr.,Pereza,24,1901-06-06,Pandemonium,activa
866,Daisy Conway MD,Avaricia,18,1963-10-31,Limbo,redimida
867,Timothy Wood,Gula,15,1969-06-18,Limbo,activa
868,James Rowe,Avaricia,92,1981-03-03,Sector 7G,redimida
869,Michele Andrews,Ira,69,1919-11-23,Limbo,en proceso de tortura
870,Jason Jackson,Gula,5,1914-10-20,Abismo,en proceso de tortura
871,Jennifer Porter,Pereza,100,1956-10-20,Abismo,en proceso de tortura
872,Bradley Adams,Lujuria,77,2017-11-06,Limbo,redimida
873,Karen Luna,Soberbia,53,1979-08-10,Tierra,activa
874,Lisa Sparks,Ira,32,1847-09-24,Tierra,en proceso de tortura
875,Daniel Hill,Pereza,93,1858-10-22,Inframundo,en proceso de tortura
876,Sean Osborne,Envidia,80,1891-03-26,Pandemonium,redimida
877,Jennifer Harris,Avaricia,25,1938-02-26,Inframundo,redimida
878,Anthony White,Gula,48,1959-10-04,Inframundo,activa
879,Victoria Martinez,Envidia,50,1877-08-16,Inframundo,activa
880,Lisa Parks,Pereza,77,1841-12-04,Inframundo,activa
881,Kurt Clark,Gula,85,2003-12-28,Abismo,redimida
882,Terry Nash,Soberbia,21,1969-02-09,Sector 7G,en proceso de tortura
883,Tommy Sullivan,Lujuria,69,1914-04-12,Sector 7G,redimida
884,Brittany West,Ira,66,1990-09-06,Abismo,en proceso de tortura
885,Mackenzie Leon,Pereza,57,1922-12-02,Sector 7G,activa
886,Marissa Vaughn,Pereza,75,1920-03-04,Tierra,en proceso de tortura
887,Todd Thompson,Soberbia,97,1964-04-12,Limbo,activa
888,Deanna Wyatt,Soberbia,79,1919-01-16,Sector 7G,en proceso de tortura
889,Kenneth French,Soberbia,99,2014-09-17,Tierra,activa
890,Caroline Mason,Envidia,43,1880-04-11,Pandemonium,redimida
891,Patricia Green,Ira,72,2018-12-21,Limbo,redimida
892,Cody Robinson,Pereza,50,1988-12-24,Tierra,redimida
893,Shawn Alvarez,Lujuria,20,2003-12-28,Sector 7G,redimida
894,Dana Tran,Ira,31,1952-08-22,Pandemonium,activa
895,Katelyn Bentley,Lujuria,24,1854-05-15,Pandemonium,en proceso de tortura
896,Stephanie Hicks,Avaricia,58,1907-08-11,Limbo,redimida
897,Keith Bennett,Ira,26,1993-01-07,Tierra,redimida
898,Sean Barnes,Ira,41,1884-06-08,Tierra,activa
899,Rebecca Harris MD,Avaricia,98,1863-03-18,Limbo,en proceso de tortura
900,Brandi Williams,Ira,35,1937-05-19,Abismo,en proceso de tortura
901,Matthew Rogers,Gula,77,1922-03-05,Sector 7G,en proceso de tortura
902,Lori Hall,Lujuria,91,1903-03-07,Abismo,redimida
903,Richard Melton,Avaricia,55,1892-09-13,Pandemonium,activa
904,Stacie Pacheco,Soberbia,66,2021-03-11,Abismo,en proceso de tortura
905,Jessica Jackson,Envidia,40,2016-09-02,Abismo,activa
906,Cathy Crawford,Soberbia,19,1913-11-17,Abismo,en proceso de tortura
907,Mrs. Mary Hall,Soberbia,33,1920-09-19,Abismo,redimida
908,Vickie Phillips,Envidia,38,2018-06-22,Abismo,en proceso de tortura
909,David Martin,Avaricia,85,1830-08-11,Abismo,redimida
910,Steven Jimenez,Ira,71,1927-11-22,Pandemonium,en proceso de tortura
911,Angela Luna,Avaricia,29,2007-04-02,Sector 7G,en proceso de tortura
912,Katherine Garrett,Pereza,16,2008-07-18,Pandemonium,en proceso de tortura
913,John Decker,Soberbia,90,1896-11-05,Sector 7G,en proceso de tortura
914,Jenna Mcguire,Envidia,15,1929-05-14,Inframundo,redimida
915,Troy Miller,Lujuria,33,1935-08-31,Abismo,activa
916,Diamond Clark,Soberbia,33,1854-01-03,Abismo,en proceso de tortura
917,David Valentine,Soberbia,18,1988-04-25,Limbo,activa
918,Robert Davis,Avaricia,37,1900-03-07,Pandemonium,en proceso de tortura
919,Christopher Shields,Soberbia,50,1833-07-15,Abismo,en proceso de tortura
920,Shaun West,Ira,78,1861-07-06,Abismo,en proceso de tortura
921,Ryan Andrews,Gula,85,1985-10-02,Inframundo,activa
922,Karen Dudley,Envidia,5,1836-10-06,Pandemonium,en proceso de tortura
923,Karen Hill,Pereza,34,1961-12-17,Sector 7G,en proceso de tortura
924,Taylor Freeman,Pereza,76,1977-07-19,Inframundo,en proceso de tortura
925,Regina Payne,Envidia,32,1994-07-14,Abismo,redimida
926,Patricia Landry,Pereza,41,2007-04-18,Sector 7G,activa
927,James Bernard,Soberbia,41,2003-12-28,Inframundo,activa
928,Heather Ingram,Avaricia,59,1869-07-11,Inframundo,en proceso de tortura
929,Raymond Bray,Ira,82,1933-09-04,Sector 7G,en proceso de tortura
930,Stephanie Young,Pereza,14,1864-06-12,Inframundo,redimida
931,Victoria Fowler,Pereza,96,1957-10-24,Limbo,activa
932,Lori Parker,Soberbia,40,2003-12-28,Abismo,en proceso de tortura
933,Evelyn Gonzalez,Lujuria,40,1914-03-07,Inframundo,redimida
934,Sarah Mann,Envidia,81,1932-12-13,Limbo,en proceso de tortura
935,Kristi Hunt,Envidia,15,1844-05-29,Pandemonium,redimida
936,Kimberly Ramos,Gula,32,1960-01-01,Pandemonium,activa
937,Joshua Johnson,Gula,55,1832-07-14,Pandemonium,en proceso de tortura
938,Nicholas Taylor,Envidia,100,1874-03-16,Sector 7G,redimida
939,Andrew Holland,Gula,22,1923-07-08,Tierra,activa
940,Diana Potts,Pereza,44,1828-02-29,Abismo,activa
941,Brenda Morrison,Gula,83,1923-07-21,Tierra,en proceso de tortura
942,Amanda Ibarra,Avaricia,29,1939-07-15,Abismo,en proceso de tortura
943,Marc Bryant,Soberbia,12,1950-06-27,Limbo,redimida
944,Shannon Vazquez,Lujuria,60,1988-05-14,Tierra,en proceso de tortura
945,Joshua Smith,Pereza,73,1897-05-30,Sector 7G,activa
946,Andrea Diaz,Gula,76,1852-04-18,Pandemonium,redimida
947,Courtney Waters,Ira,80,1847-07-04,Tierra,redimida
948,Dawn Nichols,Lujuria,49,1854-08-29,Sector 7G,activa
949,Brittany Hall,Envidia,72,1999-01-30,Limbo,redimida
950,Bradley Lewis,Pereza,17,1837-10-19,Tierra,en proceso de tortura
951,Hannah Nelson,Ira,21,1878-10-23,Pandemonium,activa
952,Hannah Brown,Soberbia,66,1831-06-08,Limbo,en proceso de tortura
953,Justin Drake,Lujuria,70,1941-12-28,Abismo,en proceso de tortura
954,Diane Guerrero,Avaricia,69,1830-10-31,Abismo,redimida
955,Scott Myers,Avaricia,90,1892-12-26,Abismo,redimida
956,Mr. Keith Gilbert Jr.,Gula,21,1828-10-30,Tierra,activa
957,Katie Bond,Envidia,85,1964-01-04,Abismo,activa
958,Dr. Krystal Davis,Ira,9,1964-12-29,Abismo,en proceso de tortura
959,Victoria Lyons,Soberbia,71,1986-08-12,Pandemonium,en proceso de tortura
960,Kimberly Sullivan,Pereza,40,1942-02-05,Pandemonium,activa
961,Anne Goodman,Pereza,88,1850-10-13,Tierra,en proceso de tortura
962,Denise Ali,Envidia,21,1860-03-06,Abismo,activa
963,Michelle Walker,Ira,34,1966-03-13,Inframundo,activa
964,Sarah Lopez,Lujuria,52,1887-09-19,Abismo,activa
965,Gregory Suarez,Gula,30,1892-12-19,Tierra,redimida
966,Ralph Jones,Soberbia,6,1908-03-26,Limbo,redimida
967,Annette Bass,Gula,66,1958-12-19,Pandemonium,en proceso de tortura
968,Edwin Navarro,Ira,97,2017-02-06,Inframundo,redimida
969,Angela Moore,Ira,62,1944-11-02,Sector 7G,redimida
970,Kristin Trujillo,Lujuria,74,1878-06-22,Sector 7G,redimida
971,Emily Acevedo,Pereza,41,1893-08-22,Limbo,activa
972,Leah Wright,Soberbia,47,1948-09-21,Inframundo,en proceso de tortura
973,Eric Stevens,Lujuria,6,2005-04-01,Sector 7G,redimida
974,Paul Collins,Soberbia,38,1961-04-03,Pandemonium,redimida
975,Mrs. Linda Lewis,Ira,79,1915-06-22,Inframundo,en proceso de tortura
976,Sarah Ward,Soberbia,65,1862-03-08,Sector 7G,en proceso de tortura
977,Monica Mcintyre,Avaricia,17,1833-07-23,Sector 7G,activa
978,Monica Ramirez,Lujuria,37,1843-09-27,Limbo,en proceso de tortura
979,Brian Scott,Pereza,19,1855-07-17,Sector 7G,en proceso de tortura
980,Samantha Williams,Envidia,63,1870-05-20,Pandemonium,en proceso de tortura
981,Daniel Chen,Envidia,95,1985-07-31,Abismo,en proceso de tortura
982,Nathan Weber,Pereza,31,1886-06-02,Sector 7G,activa
983,John Reyes,Envidia,61,1990-05-05,Tierra,activa
984,Susan Garcia,Ira,30,1972-12-30,Sector 7G,redimida
985,Christopher Brown,Pereza,54,1949-05-23,Pandemonium,activa
986,Joshua Lynch,Ira,95,1991-01-12,Tierra,redimida
987,Joshua Dalton,Avaricia,26,1883-06-01,Limbo,redimida
988,Susan Kline DDS,Gula,16,2014-03-05,Pandemonium,redimida
989,Alan White,Lujuria,63,1841-09-11,Abismo,en proceso de tortura
990,Charles Wolfe,Avaricia,86,1977-06-18,Limbo,activa
991,Stephanie Franco,Avaricia,76,1942-07-07,Abismo,en proceso de tortura
992,Frank Vargas,Envidia,33,1848-12-31,Limbo,en proceso de tortura
993,Brenda Martinez,Envidia,31,1875-08-20,Tierra,en proceso de tortura
994,Crystal Jimenez,Gula,68,1827-12-26,Abismo,redimida
995,Melissa Hill,Avaricia,17,2023-08-30,Inframundo,en proceso de tortura
996,Zachary Oconnell,Avaricia,48,1903-08-11,Tierra,en proceso de tortura
997,Kenneth Alvarez,Gula,16,1857-06-29,Tierra,activa
998,Jon Mahoney,Gula,3,2020-03-30,Inframundo,activa
999,Pamela Riley,Lujuria,20,2001-01-03,Inframundo,en proceso de tortura
1000,Jennifer Short,Gula,7,1956-12-15,Abismo,en proceso de tortura
1001,Kari Robinson,Lujuria,83,2025-05-29,Pandemonium,activa
1002,Alison Lindsey,Avaricia,33,1879-05-05,Pandemonium,activa
1003,Matthew Trevino,Lujuria,7,1946-01-21,Sector 7G,en proceso de tortura
1004,Gregory Hamilton,Soberbia,94,1997-02-01,Limbo,redimida
1005,Aaron Young,Envidia,97,1901-10-18,Abismo,redimida
1006,Bryan Wilson,Pereza,63,1994-09-15,Pandemonium,en proceso de tortura
1007,William Miller,Lujuria,57,1914-08-31,Limbo,en proceso de tortura
1008,Nathan Holmes,Envidia,30,1965-06-08,Limbo,en proceso de tortura
1009,Dana Mason,Envidia,78,1966-01-11,Pandemonium,activa
1010,Lisa Weaver,Ira,35,1840-09-11,Abismo,activa
1011,Michelle Wolf,Gula,18,1931-12-05,Sector 7G,redimida
1012,Ellen Beck,Gula,22,1943-02-22,Tierra,activa
1013,Joshua Schwartz Jr.,Ira,43,1939-11-17,Limbo,en proceso de tortura
1014,Hannah Chaney,Soberbia,15,1834-10-15,Sector 7G,en proceso de tortura
1015,Maria Garcia,Soberbia,5,1932-03-02,Limbo,redimida
1016,Julie Anderson,Pereza,13,1991-04-06,Sector 7G,activa
1017,Samantha Myers,Pereza,88,1979-03-25,Abismo,activa
1018,Gail Sullivan,Envidia,6,1929-07-27,Inframundo,redimida
1019,Jeremiah Bishop,Envidia,81,1981-12-11,Abismo,activa
1020,Donald Davis,Lujuria,83,1848-06-27,Abismo,activa
1021,Michelle Osborn,Ira,54,1900-10-01,Abismo,en proceso de tortura
1022,Jeffrey Francis,Soberbia,14,1911-03-30,Sector 7G,activa
1023,Danny Morrison,Pereza,99,1885-11-02,Abismo,activa
1024,Megan Dodson,Avaricia,63,2014-02-11,Abismo,activa
1025,Andrew Wise,Pereza,10,1976-07-01,Limbo,redimida
1026,Anthony Johnson,Ira,66,1871-12-14,Abismo,activa
1027,Robin Rios,Ira,47,1880-07-19,Limbo,en proceso de tortura
1028,Deborah Jackson,Gula,59,1946-11-06,Inframundo,activa
1029,Emily Thompson,Ira,5,1951-06-06,Sector 7G,redimida
1030,James Graham,Envidia,46,2020-12-21,Limbo,en proceso de tortura
1031,Joanne Thomas,Avaricia,77,1895-07-15,Tierra,redimida
1032,Hayley Robbins,Envidia,33,1851-02-22,Sector 7G,activa
1033,Jillian Allen,Avaricia,41,2009-10-03,Abismo,en proceso de tortura
1034,Alex Mcbride,Pereza,29,1983-03-17,Sector 7G,en proceso de tortura
1035,Kathryn English,Envidia,79,2003-12-28,Inframundo,en proceso de tortura
1036,Jodi Kelly,Gula,88,1899-08-22,Limbo,redimida
1037,Stephanie Hunt,Lujuria,83,1972-12-21,Abismo,activa
1038,Richard Hernandez,Pereza,56,1944-10-04,Inframundo,en proceso de tortura
1039,Jenna Blackwell,Ira,59,1921-05-13,Limbo,en proceso de tortura
1040,Marc Miller,Gula,14,1898-01-27,Abismo,activa
1041,Seth Price,Avaricia,11,1932-02-13,Limbo,redimida
1042,Tanya Flores DDS,Soberbia,72,1960-10-01,Tierra,redimida
1043,Joshua Wilson,Soberbia,25,1898-09-23,Tierra,activa
1044,Stephanie Elliott,Gula,25,1907-05-03,Pandemonium,activa
1045,Keith Schneider,Gula,100,1950-11-27,Tierra,en proceso de tortura
1046,Natalie Campbell,Avaricia,26,1885-09-06,Tierra,activa
1047,Rebekah Morton,Lujuria,22,1851-05-19,Pandemonium,en proceso de tortura
1048,Anna Jones,Gula,51,1903-12-30,Limbo,redimida
1049,Laura Blake,Lujuria,50,1842-02-18,Limbo,activa
1050,Mary Garrett,Soberbia,41,1959-01-31,Pandemonium,activa
1051,Mrs. Peggy Johnston,Envidia,82,1836-03-27,Pandemonium,redimida
1052,David Jones,Soberbia,79,1839-06-21,Abismo,redimida
1053,Glenn George,Pereza,41,1903-10-10,Abismo,redimida
1054,David Luna,Pereza,93,1949-02-02,Limbo,activa
1055,Tanya Butler,Lujuria,25,1966-02-24,Inframundo,activa
1056,Sharon Nelson,Pereza,45,1841-08-28,Pandemonium,activa
1057,Jennifer Nelson,Pereza,84,1911-02-26,Sector 7G,en proceso de tortura
1058,Crystal Mcgee,Envidia,39,1893-04-05,Limbo,activa
1059,Ashley Shannon,Soberbia,79,1974-01-18,Tierra,redimida
1060,Kelly Mitchell,Envidia,38,1908-09-23,Abismo,activa
1061,Dr. Stephen Alvarado MD,Lujuria,37,1853-05-07,Sector 7G,en proceso de tortura
1062,Bethany Ellis,Pereza,33,2003-12-28,Limbo,redimida
1063,Tara Thomas,Avaricia,30,1973-06-25,Limbo,en proceso de tortura
1064,Justin Barnes,Gula,28,1962-06-27,Inframundo,redimida
1065,Bradley Lewis,Lujuria,75,1896-08-20,Limbo,redimida
1066,Emily Juarez,Envidia,62,1965-02-28,Abismo,redimida
1067,Angela Joseph,Envidia,50,1990-10-11,Tierra,en proceso de tortura
1068,Jason Hernandez,Envidia,7,2025-10-22,Limbo,en proceso de tortura
1069,Vincent Baker,Pereza,42,1861-02-03,Inframundo,en proceso de tortura
1070,Michelle Bruce,Lujuria,19,2008-07-05,Tierra,activa
1071,Misty Allen,Envidia,51,1959-04-28,Pandemonium,redimida
1072,Jacob Watson,Envidia,19,1949-03-15,Pandemonium,activa
1073,Christopher Thompson,Ira,86,2014-07-09,Inframundo,redimida
1074,David Yu MD,Gula,31,1869-04-02,Sector 7G,redimida
1075,Michael Miller,Avaricia,35,1880-02-28,Tierra,redimida
1076,Heather Wilson,Avaricia,69,1878-05-03,Limbo,activa
1077,Theresa Jones,Gula,69,1987-08-12,Abismo,en proceso de tortura
1078,Jacob Brown,Avaricia,51,1867-07-06,Inframundo,en proceso de tortura
1079,Robin Ortiz,Pereza,17,1841-09-29,Sector 7G,activa
1080,Mary Lopez,Ira,71,1992-07-22,Sector 7G,en proceso de tortura
1081,Sally Morse,Avaricia,50,1929-03-17,Limbo,activa
1082,Samantha Ford,Envidia,73,1898-12-18,Pandemonium,activa
1083,Catherine Mcbride,Ira,47,1859-02-11,Limbo,redimida
1084,Kimberly Hamilton,Envidia,81,1994-05-17,Sector 7G,activa
1085,Tyler Beck,Lujuria,67,1832-04-22,Pandemonium,en proceso de tortura
1086,Renee Sanchez,Soberbia,87,1839-03-30,Limbo,en proceso de tortura
1087,Tina Solomon,Pereza,26,1969-01-13,Limbo,en proceso de tortura
1088,Bradley Moore PhD,Soberbia,43,1962-09-07,Inframundo,redimida
1089,Elizabeth Greer,Envidia,20,2021-10-21,Inframundo,redimida
1090,Tonya Webb,Pereza,100,2015-08-31,Inframundo,en proceso de tortura
1091,Kelly Saunders,Avaricia,46,1962-10-30,Tierra,redimida
1092,Raymond Johnson,Pereza,95,1976-03-06,Pandemonium,activa
1093,Jose Jackson,Avaricia,92,1942-11-15,Limbo,en proceso de tortura
1094,Erica Thomas,Avaricia,19,1940-12-12,Abismo,en proceso de tortura
1095,Andrea Alexander,Envidia,51,1841-11-19,Inframundo,activa
1096,Cynthia Cohen,Ira,95,1949-12-22,Inframundo,en proceso de tortura
1097,Linda Clark,Soberbia,32,2021-03-14,Pandemonium,en proceso de tortura
1098,Karina Morgan,Avaricia,61,1865-10-25,Abismo,activa
1099,Jerry Douglas,Ira,8,1853-07-31,Abismo,redimida
1100,Jasmine Rogers,Pereza,61,1877-10-07,Inframundo,activa
1101,Jamie Montes,Ira,23,1947-12-19,Tierra,activa
1102,Susan Powell,Soberbia,63,1962-12-03,Sector 7G,redimida
1103,Rebecca Blankenship,Gula,96,1845-05-16,Sector 7G,en proceso de tortura
1104,Sheryl Perkins,Avaricia,81,1902-08-18,Sector 7G,en proceso de tortura
1105,Lori Johnson,Soberbia,51,1927-09-30,Tierra,en proceso de tortura
1106,Kevin Patel,Soberbia,90,1942-12-29,Sector 7G,activa
1107,Victoria Gonzales MD,Soberbia,50,2003-12-28,Inframundo,en proceso de tortura
1108,Michael Leonard,Gula,90,1885-09-28,Abismo,activa
1109,Rachel Robles,Ira,54,1842-06-05,Inframundo,en proceso de tortura
1110,Anthony Harris,Gula,21,1847-08-18,Limbo,activa
1111,Samantha Sanchez,Gula,33,1953-01-23,Pandemonium,activa
1112,Lori Ramirez,Soberbia,12,2006-06-27,Abismo,redimida
1113,Sean Sanchez,Pereza,59,2003-12-28,Pandemonium,en proceso de tortura
1114,Michael Allen,Envidia,24,1954-10-29,Inframundo,en proceso de tortura
1115,Justin Stevens,Ira,59,1991-09-12,Limbo,redimida
1116,Matthew Hernandez,Soberbia,38,1984-10-15,Limbo,activa
1117,Shelly Rice,Avaricia,88,1902-04-26,Inframundo,en proceso de tortura
1118,Wesley Davis,Envidia,50,1938-11-07,Abismo,en proceso de tortura
1119,Dawn Diaz,Gula,68,2010-04-14,Sector 7G,redimida
1120,Rachel Carlson,Avaricia,64,1960-09-21,Pandemonium,en proceso de tortura
1121,Robert Baker,Pereza,50,2015-01-19,Limbo,en proceso de tortura
1122,Marissa Hodge,Soberbia,8,1849-09-29,Tierra,redimida
1123,Christopher Schmidt,Envidia,80,1939-07-29,Limbo,en proceso de tortura
1124,Brett Sullivan,Lujuria,26,1951-07-21,Inframundo,redimida
1125,John Mendoza,Pereza,73,1960-10-20,Inframundo,en proceso de tortura
1126,James Frost,Envidia,11,1895-02-13,Tierra,activa
1127,Michelle Johnson,Gula,31,1889-03-13,Sector 7G,en proceso de tortura
1128,Pamela Rogers,Envidia,94,1941-02-01,Abismo,en proceso de tortura
1129,Gary Moore,Lujuria,70,1827-04-03,Tierra,en proceso de tortura
1130,Laura Simmons,Soberbia,14,1830-01-09,Inframundo,redimida
1131,Wendy Washington,Ira,62,1868-05-17,Inframundo,redimida
1132,Robert Garcia,Ira,55,1952-03-15,Tierra,redimida
1133,James Jackson,Gula,10,1890-09-22,Sector 7G,en proceso de tortura
1134,Natalie Lucas,Soberbia,76,1865-07-01,Tierra,redimida
1135,Julie Conrad,Ira,55,1846-06-10,Abismo,redimida
1136,Daniel Hogan,Gula,37,2011-06-12,Pandemonium,en proceso de tortura
1137,Matthew Rodriguez,Gula,74,1865-11-09,Sector 7G,redimida
1138,Gregory Moody,Ira,51,1892-09-05,Inframundo,redimida
1139,Christopher Kelly,Ira,20,1937-12-27,Abismo,en proceso de tortura
1140,Christine Tyler,Avaricia,21,1931-07-23,Abismo,redimida
1141,Elizabeth Esparza,Soberbia,65,1982-07-16,Limbo,redimida
1142,David Castillo,Soberbia,98,1916-07-07,Inframundo,redimida
1143,Justin Owens,Gula,17,1948-06-19,Tierra,activa
1144,Heather Kelley,Gula,73,1990-06-30,Abismo,redimida
1145,Brett Mcbride,Envidia,21,1971-09-01,Pandemonium,en proceso de tortura
1146,Christopher Dixon,Envidia,11,1970-10-27,Sector 7G,redimida
1147,Melissa Harris,Gula,21,1831-12-05,Pandemonium,activa
1148,Seth Smith,Pereza,41,1973-03-26,Abismo,redimida
1149,Christopher Sandoval,Envidia,44,1870-06-27,Inframundo,redimida
1150,Jillian Mcintosh,Soberbia,4,1842-02-04,Sector 7G,redimida
1151,Christopher Patterson,Pereza,13,2006-04-26,Abismo,activa
1152,Nicole Taylor,Avaricia,47,2019-02-05,Limbo,en proceso de tortura
1153,Alexander Willis,Lujuria,31,2000-07-18,Sector 7G,redimida
1154,Michael Crawford,Lujuria,23,2007-07-01,Inframundo,activa
1155,Dr. Valerie Brown,Lujuria,70,1907-06-30,Pandemonium,en proceso de tortura
1156,James Lambert,Avaricia,100,1896-09-05,Pandemonium,en proceso de tortura
1157,Roy Johnson,Envidia,26,1898-10-22,Tierra,activa
1158,Misty Farmer,Ira,78,1856-11-08,Tierra,redimida
1159,James Schmidt,Soberbia,48,1955-07-18,Abismo,activa
1160,William Alvarez,Lujuria,20,1895-05-13,Inframundo,redimida
1161,Tina Love,Envidia,67,1921-02-19,Abismo,activa
1162,Heather Peters,Avaricia,44,1863-11-17,Tierra,activa
1163,Robert Williams,Pereza,63,1835-05-07,Pandemonium,activa
1164,Christopher Cummings,Lujuria,46,1932-02-06,Abismo,redimida
1165,Robert Malone,Ira,5,1994-06-28,Limbo,en proceso de tortura
1166,Kevin Salinas,Pereza,45,1894-04-22,Inframundo,en proceso de tortura
1167,Nathaniel Vang,Lujuria,20,1874-10-26,Tierra,redimida
1168,Paul Atkinson,Pereza,30,1912-10-08,Limbo,activa
1169,Elizabeth Armstrong,Gula,96,1954-07-26,Pandemonium,activa
1170,Jeffrey Thomas,Soberbia,63,1893-04-20,Sector 7G,activa
1171,Jonathan Larsen,Envidia,53,1848-02-02,Pandemonium,activa
1172,Randall Martin,Lujuria,1,1988-09-18,Tierra,redimida
1173,Scott Sanders,Envidia,50,1932-10-06,Limbo,en proceso de tortura
1174,Arthur Holmes,Pereza,63,2024-06-05,Inframundo,en proceso de tortura
1175,Margaret Price,Pereza,60,1844-11-09,Abismo,en proceso de tortura
1176,Joshua Wilson,Gula,54,2002-06-18,Inframundo,en proceso de tortura
1177,Jamie Ferguson,Pereza,7,1876-05-21,Sector 7G,activa
1178,Scott Parsons,Ira,72,1994-09-15,Pandemonium,en proceso de tortura
1179,Morgan Wallace,Ira,20,2012-03-06,Abismo,en proceso de tortura
1180,David Wheeler,Ira,26,1990-02-14,Tierra,redimida
1181,Patricia Castro,Ira,78,1872-09-19,Limbo,en proceso de tortura
1182,Kimberly Merritt,Pereza,1,1913-10-25,Sector 7G,en proceso de tortura
1183,Julia Hunt DDS,Gula,27,2017-10-24,Pandemonium,en proceso de tortura
1184,Amanda Chapman,Pereza,64,2003-12-28,Pandemonium,activa
1185,Sharon Mason,Avaricia,50,2019-12-15,Limbo,redimida
1186,Dale Anderson,Lujuria,6,1837-05-01,Limbo,en proceso de tortura
1187,Eric Davis,Lujuria,50,1978-01-17,Limbo,redimida
1188,Julie Stark,Avaricia,34,1985-06-18,Sector 7G,redimida
1189,Cheryl Knox,Pereza,42,1862-03-27,Inframundo,activa
1190,Mark Campbell,Avaricia,77,1968-02-08,Pandemonium,en proceso de tortura
1191,Kenneth Lang,Soberbia,84,1845-07-27,Tierra,activa
1192,Kathleen Reyes,Envidia,61,1862-03-09,Tierra,activa
1193,Samantha Garcia,Avaricia,3,1902-12-17,Sector 7G,redimida
1194,Megan Carroll,Envidia,25,1889-01-23,Tierra,activa
1195,Allison Parker,Lujuria,38,1982-07-03,Inframundo,activa
1196,Janice Stone,Avaricia,43,2002-03-19,Inframundo,activa
1197,Jenny Rios,Lujuria,7,1991-08-31,Sector 7G,redimida
1198,Cassidy Smith,Ira,95,1936-04-13,Pandemonium,redimida
1199,Patricia Johnson,Avaricia,64,1981-06-26,Sector 7G,activa
1200,Angela Murray,Soberbia,41,1996-09-09,Sector 7G,en proceso de tortura
1201,Paula Ingram,Gula,15,1900-08-10,Abismo,redimida
1202,Matthew Lee,Avaricia,56,1999-10-15,Sector 7G,activa
1203,Jennifer Parker,Pereza,68,1826-11-12,Inframundo,en proceso de tortura
1204,David Harper,Gula,32,1906-08-29,Sector 7G,activa
1205,Dr. Douglas Lopez,Pereza,45,1924-10-22,Sector 7G,en proceso de tortura
1206,Elizabeth Wolfe,Lujuria,17,1866-03-13,Inframundo,redimida
1207,Heather Schmidt,Soberbia,49,1826-12-15,Limbo,redimida
1208,Shane Hicks,Lujuria,91,1869-09-24,Inframundo,activa
1209,Robert Huynh,Soberbia,0,1846-01-27,Limbo,en proceso de tortura
1210,Alexis Anderson,Envidia,9,1899-05-22,Limbo,activa
1211,Mikayla Miller,Soberbia,27,1991-05-16,Inframundo,redimida
1212,Brandon Davis,Lujuria,0,1960-09-17,Sector 7G,activa
1213,Peter Elliott,Gula,10,1953-07-05,Tierra,en proceso de tortura
1214,Mathew Garcia,Pereza,97,1844-10-19,Tierra,en proceso de tortura
1215,Mitchell Olson,Soberbia,61,1953-11-24,Sector 7G,en proceso de tortura
1216,James Boone,Lujuria,6,1956-05-06,Limbo,en proceso de tortura
1217,Kathy Larson,Soberbia,51,1939-02-19,Tierra,en proceso de tortura
1218,Micheal Lindsey,Avaricia,90,1972-06-22,Tierra,en proceso de tortura
1219,Anna Green,Ira,42,1849-08-22,Pandemonium,redimida
1220,Matthew Shaw,Gula,100,1980-10-18,Tierra,redimida
1221,Michael Williams,Avaricia,56,1896-05-02,Tierra,redimida
1222,Jacqueline Kramer,Pereza,90,1856-07-30,Abismo,activa
1223,John Thompson II,Pereza,59,1832-09-09,Sector 7G,activa
1224,Jill Ellis,Pereza,54,1865-02-19,Limbo,en proceso de tortura
1225,Brittney Kelly,Pereza,77,1882-09-01,Sector 7G,en proceso de tortura
1226,Dr. Molly Gilbert,Soberbia,17,1880-11-10,Limbo,activa
1227,Alexandra Grimes,Lujuria,88,1887-03-03,Tierra,activa
